tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
34128,A000541,A000069,TRANSFER,35.69,2017-07-15T00:00:00Z,False,
34129,A000556,A000013,TRANSFER,977.47,2017-10-31T00:00:00Z,False,
34130,A000091,A000406,TRANSFER,435.07,2017-08-09T00:00:00Z,False,
34131,A000926,A000868,WIRE,440.87,2017-04-11T00:00:00Z,False,
34132,A000625,A000061,TRANSFER,953.34,2017-05-15T00:00:00Z,False,
34133,A000565,A000346,DEPOSIT,902.79,2018-08-13T00:00:00Z,False,
34134,A000686,A000425,CREDIT,914.35,2017-11-09T00:00:00Z,False,
34135,A000835,A000869,TRANSFER,441.47,2018-01-18T00:00:00Z,False,
34136,A000226,A000654,CREDIT,905.69,2018-07-30T00:00:00Z,False,
34137,A000258,A000883,DEPOSIT,215.92,2018-02-05T00:00:00Z,False,
34138,A000541,A000608,WIRE,996.18,2018-03-11T00:00:00Z,False,
34139,A000808,A000401,CREDIT,604.40,2017-03-12T00:00:00Z,False,
34140,A000303,A000159,WIRE,403.63,2018-02-09T00:00:00Z,False,
34141,A000076,A000912,CREDIT,838.67,2017-08-27T00:00:00Z,False,
34142,A000703,A000381,CREDIT,167.61,2017-02-23T00:00:00Z,False,
34143,A000394,A000268,TRANSFER,658.11,2018-04-17T00:00:00Z,False,
34144,A000826,A000780,TRANSFER,542.76,2018-11-08T00:00:00Z,False,
34145,A000498,A000631,TRANSFER,702.01,2017-08-03T00:00:00Z,False,
34146,A000077,A000732,WIRE,42.42,2017-08-19T00:00:00Z,False,
34147,A000264,A000075,CREDIT,404.94,2017-09-27T00:00:00Z,False,
34148,A000336,A000382,TRANSFER,534.81,2017-04-25T00:00:00Z,False,
34149,A000645,A000461,CREDIT,618.24,2018-06-13T00:00:00Z,False,
34150,A000210,A000372,CREDIT,248.07,2017-06-16T00:00:00Z,False,
34151,A000912,A000766,CREDIT,118.63,2017-08-27T00:00:00Z,False,
34152,A000201,A000740,TRANSFER,471.63,2017-10-24T00:00:00Z,False,
34153,A000075,A000231,WIRE,557.96,2018-03-10T00:00:00Z,False,
34154,A000556,A000606,CREDIT,969.76,2018-05-09T00:00:00Z,False,
34155,A000410,A000571,DEPOSIT,212.25,2018-03-13T00:00:00Z,False,
34156,A000506,A000134,WIRE,750.79,2017-10-23T00:00:00Z,False,
34157,A000095,A000945,CREDIT,211.14,2018-03-04T00:00:00Z,False,
34158,A000062,A000120,WIRE,905.38,2018-09-24T00:00:00Z,False,
34159,A000883,A000996,DEPOSIT,618.24,2017-03-18T00:00:00Z,False,
34160,A000193,A000485,DEPOSIT,414.40,2017-05-17T00:00:00Z,False,
34161,A000800,A000248,DEPOSIT,77.54,2018-02-22T00:00:00Z,False,
34162,A000777,A000490,CREDIT,568.55,2017-08-27T00:00:00Z,False,
34163,A000466,A000767,CREDIT,567.26,2018-06-10T00:00:00Z,False,
34164,A000493,A000193,WIRE,89.00,2017-07-25T00:00:00Z,False,
34165,A000277,A000340,TRANSFER,884.56,2017-06-26T00:00:00Z,False,
34166,A000806,A000551,CREDIT,979.09,2018-07-03T00:00:00Z,False,
34167,A000527,A000511,TRANSFER,598.93,2018-12-12T00:00:00Z,False,
34168,A000572,A000311,WIRE,397.52,2018-03-10T00:00:00Z,False,
34169,A000436,A000828,DEPOSIT,385.42,2018-03-05T00:00:00Z,False,
34170,A000607,A000866,TRANSFER,439.44,2018-09-24T00:00:00Z,False,
34171,A000630,A000398,CREDIT,911.72,2017-12-03T00:00:00Z,False,
34172,A000051,A000163,TRANSFER,686.15,2018-10-28T00:00:00Z,False,
34173,A000944,A000621,WIRE,669.00,2017-04-24T00:00:00Z,False,
34174,A000867,A000827,CREDIT,868.48,2017-09-16T00:00:00Z,False,
34175,A000466,A000986,CREDIT,996.51,2018-07-08T00:00:00Z,False,
34176,A000046,A000103,DEPOSIT,919.59,2017-09-28T00:00:00Z,False,
34177,A000990,A000230,WIRE,528.50,2018-12-04T00:00:00Z,False,
34178,A000321,A000347,WIRE,120.96,2018-08-11T00:00:00Z,False,
34179,A000101,A000086,TRANSFER,489.89,2017-02-02T00:00:00Z,False,
34180,A000393,A000550,DEPOSIT,208.87,2017-03-18T00:00:00Z,False,
34181,A000430,A000758,WIRE,362.79,2018-02-15T00:00:00Z,False,
34182,A000714,A000577,TRANSFER,686.69,2017-01-31T00:00:00Z,False,
34183,A000195,A000641,DEPOSIT,355.54,2018-11-03T00:00:00Z,False,
34184,A000840,A000876,TRANSFER,628.34,2017-02-03T00:00:00Z,False,
34185,A000491,A000219,DEPOSIT,927.28,2017-12-09T00:00:00Z,False,
34186,A000048,A000683,TRANSFER,384.08,2017-04-18T00:00:00Z,False,
34187,A000159,A000964,CREDIT,337.19,2018-11-20T00:00:00Z,False,
34188,A000941,A000308,WIRE,960.81,2018-05-10T00:00:00Z,False,
34189,A000583,A000575,TRANSFER,656.49,2017-06-16T00:00:00Z,False,
34190,A000346,A000924,WIRE,610.16,2018-07-28T00:00:00Z,False,
34191,A000826,A000712,WIRE,649.30,2018-01-15T00:00:00Z,False,
34192,A000892,A000603,CREDIT,881.37,2018-05-30T00:00:00Z,False,
34193,A000246,A000388,DEPOSIT,675.72,2017-04-04T00:00:00Z,False,
34194,A000664,A000359,CREDIT,949.74,2017-01-24T00:00:00Z,False,
34195,A000256,A000361,CREDIT,263.60,2018-08-12T00:00:00Z,False,
34196,A000907,A000641,CREDIT,641.92,2017-03-18T00:00:00Z,False,
34197,A000700,A000650,WIRE,514.79,2018-01-18T00:00:00Z,False,
34198,A000133,A000879,CREDIT,66.75,2018-11-14T00:00:00Z,False,
34199,A000622,A000834,DEPOSIT,114.81,2017-07-28T00:00:00Z,False,
34200,A000502,A000932,TRANSFER,583.09,2018-01-24T00:00:00Z,False,
34201,A000552,A000650,DEPOSIT,982.99,2018-07-24T00:00:00Z,False,
34202,A000457,A000832,DEPOSIT,134.47,2018-09-07T00:00:00Z,False,
34203,A000736,A000371,DEPOSIT,35.19,2018-09-24T00:00:00Z,False,
34204,A000490,A000175,DEPOSIT,321.60,2018-04-09T00:00:00Z,False,
34205,A000702,A000099,CREDIT,219.22,2017-03-13T00:00:00Z,False,
34206,A000628,A000876,CREDIT,28.51,2017-12-13T00:00:00Z,False,
34207,A000178,A000553,WIRE,27.71,2017-11-21T00:00:00Z,False,
34208,A000921,A000315,DEPOSIT,79.24,2017-04-29T00:00:00Z,False,
34209,A000884,A000584,WIRE,126.13,2018-12-11T00:00:00Z,False,
34210,A000054,A000559,CREDIT,920.61,2018-01-13T00:00:00Z,False,
34211,A000639,A000957,WIRE,109.47,2017-06-28T00:00:00Z,False,
34212,A000304,A000382,WIRE,580.63,2018-06-02T00:00:00Z,False,
34213,A000129,A000268,CREDIT,129.70,2017-04-26T00:00:00Z,False,
34214,A000372,A000812,DEPOSIT,139.67,2018-05-29T00:00:00Z,False,
34215,A000079,A000995,WIRE,338.53,2018-09-09T00:00:00Z,False,
34216,A000115,A000720,DEPOSIT,922.08,2018-09-11T00:00:00Z,False,
34217,A000482,A000068,CREDIT,984.26,2017-04-04T00:00:00Z,False,
34218,A000914,A000673,DEPOSIT,458.65,2017-03-09T00:00:00Z,False,
34219,A000737,A000323,DEPOSIT,464.86,2018-12-11T00:00:00Z,False,
34220,A000398,A000466,CREDIT,197.30,2018-05-14T00:00:00Z,False,
34221,A000052,A000241,CREDIT,826.47,2017-08-11T00:00:00Z,False,
34222,A000967,A000251,WIRE,664.38,2017-04-10T00:00:00Z,False,
34223,A000103,A000642,DEPOSIT,849.06,2018-02-03T00:00:00Z,False,
34224,A000320,A000059,WIRE,456.45,2017-11-12T00:00:00Z,False,
34225,A000222,A000300,TRANSFER,903.69,2017-06-05T00:00:00Z,False,
34226,A000990,A000383,DEPOSIT,534.72,2017-05-23T00:00:00Z,False,
34227,A000135,A000419,TRANSFER,480.40,2017-10-28T00:00:00Z,False,
34228,A000222,A000610,DEPOSIT,707.69,2018-08-15T00:00:00Z,False,
34229,A000329,A000510,DEPOSIT,105.65,2017-09-13T00:00:00Z,False,
34230,A000436,A000265,CREDIT,100.06,2017-03-20T00:00:00Z,False,
34231,A000886,A000287,DEPOSIT,117.73,2017-04-13T00:00:00Z,False,
34232,A000150,A000305,CREDIT,682.40,2018-12-20T00:00:00Z,False,
34233,A000279,A000583,TRANSFER,741.16,2018-05-06T00:00:00Z,False,
34234,A000815,A000936,CREDIT,623.80,2018-01-24T00:00:00Z,False,
34235,A000257,A000242,TRANSFER,72.81,2017-01-18T00:00:00Z,False,
34236,A000455,A000437,WIRE,721.18,2018-07-03T00:00:00Z,False,
34237,A000478,A000727,CREDIT,947.63,2017-01-24T00:00:00Z,False,
34238,A000275,A000458,TRANSFER,591.06,2017-03-21T00:00:00Z,False,
34239,A000210,A000641,CREDIT,198.78,2017-04-09T00:00:00Z,False,
34240,A000886,A000634,TRANSFER,823.65,2017-12-27T00:00:00Z,False,
34241,A000528,A000666,CREDIT,57.56,2017-06-26T00:00:00Z,False,
34242,A000961,A000654,DEPOSIT,595.62,2017-02-01T00:00:00Z,False,
34243,A000360,A000256,DEPOSIT,414.10,2018-12-15T00:00:00Z,False,
34244,A000682,A000018,DEPOSIT,870.87,2017-08-29T00:00:00Z,False,
34245,A000664,A000102,DEPOSIT,713.52,2018-01-13T00:00:00Z,False,
34246,A000373,A000262,WIRE,268.69,2018-06-29T00:00:00Z,False,
34247,A000130,A000089,WIRE,604.69,2017-05-02T00:00:00Z,False,
34248,A000204,A000560,DEPOSIT,673.90,2017-11-08T00:00:00Z,False,
34249,A000143,A000998,WIRE,429.51,2017-10-11T00:00:00Z,False,
34250,A000335,A000414,TRANSFER,276.86,2018-04-15T00:00:00Z,False,
34251,A000505,A000109,CREDIT,293.51,2017-10-03T00:00:00Z,False,
34252,A000220,A000031,TRANSFER,242.41,2018-07-06T00:00:00Z,False,
34253,A000194,A000627,WIRE,58.04,2017-05-24T00:00:00Z,False,
34254,A000237,A000267,CREDIT,961.45,2018-08-29T00:00:00Z,False,
34255,A000241,A000379,WIRE,836.36,2017-06-27T00:00:00Z,False,
34256,A000477,A000524,TRANSFER,440.34,2017-08-13T00:00:00Z,False,
34257,A000951,A000229,CREDIT,807.45,2018-10-29T00:00:00Z,False,
34258,A000026,A000178,WIRE,425.54,2017-03-27T00:00:00Z,False,
34259,A000499,A000297,CREDIT,827.15,2017-09-27T00:00:00Z,False,
34260,A000012,A000190,CREDIT,713.04,2018-05-09T00:00:00Z,False,
34261,A000662,A000138,DEPOSIT,850.49,2018-07-23T00:00:00Z,False,
34262,A000203,A000759,DEPOSIT,664.65,2018-11-22T00:00:00Z,False,
34263,A000354,A000713,WIRE,491.28,2017-01-12T00:00:00Z,False,
34264,A000590,A000563,CREDIT,707.91,2018-01-27T00:00:00Z,False,
34265,A000306,A000265,CREDIT,512.83,2017-06-10T00:00:00Z,False,
34266,A000105,A000837,WIRE,573.33,2018-11-03T00:00:00Z,False,
34267,A000933,A000308,WIRE,873.41,2018-11-21T00:00:00Z,False,
34268,A000047,A000893,DEPOSIT,35.65,2018-07-11T00:00:00Z,False,
34269,A000355,A000613,CREDIT,925.86,2018-05-19T00:00:00Z,False,
34270,A000389,A000037,WIRE,822.44,2018-01-30T00:00:00Z,False,
34271,A000122,A000554,DEPOSIT,770.63,2017-11-17T00:00:00Z,False,
34272,A000148,A000554,DEPOSIT,254.93,2018-03-07T00:00:00Z,False,
34273,A000296,A000334,DEPOSIT,353.78,2017-04-22T00:00:00Z,False,
34274,A000754,A000598,DEPOSIT,194.80,2017-02-17T00:00:00Z,False,
34275,A000371,A000098,TRANSFER,130.90,2018-08-31T00:00:00Z,False,
34276,A000266,A000178,CREDIT,586.77,2017-08-28T00:00:00Z,False,
34277,A000753,A000809,WIRE,50.73,2017-08-26T00:00:00Z,False,
34278,A000296,A000149,DEPOSIT,549.13,2018-08-24T00:00:00Z,False,
34279,A000071,A000530,CREDIT,70.72,2017-08-02T00:00:00Z,False,
34280,A000328,A000677,CREDIT,405.22,2018-06-13T00:00:00Z,False,
34281,A000411,A000718,CREDIT,789.42,2017-04-17T00:00:00Z,False,
34282,A000515,A000893,DEPOSIT,568.38,2018-11-03T00:00:00Z,False,
34283,A000458,A000951,DEPOSIT,57.07,2018-01-31T00:00:00Z,False,
34284,A000630,A000470,CREDIT,506.02,2017-04-22T00:00:00Z,False,
34285,A000497,A000016,DEPOSIT,481.12,2017-11-11T00:00:00Z,False,
34286,A000865,A000141,CREDIT,717.43,2018-12-21T00:00:00Z,False,
34287,A000114,A000298,TRANSFER,670.93,2018-10-10T00:00:00Z,False,
34288,A000321,A000853,WIRE,620.65,2017-10-26T00:00:00Z,False,
34289,A000683,A000820,TRANSFER,989.61,2017-02-15T00:00:00Z,False,
34290,A000771,A000126,DEPOSIT,149.95,2018-06-14T00:00:00Z,False,
34291,A000321,A000756,TRANSFER,220.63,2017-11-25T00:00:00Z,False,
34292,A000719,A000430,WIRE,961.23,2017-09-29T00:00:00Z,False,
34293,A000249,A000604,TRANSFER,595.02,2017-01-10T00:00:00Z,False,
34294,A000096,A000942,WIRE,71.13,2017-08-15T00:00:00Z,False,
34295,A000248,A000806,CREDIT,565.40,2018-05-04T00:00:00Z,False,
34296,A000125,A000246,TRANSFER,928.28,2017-12-20T00:00:00Z,False,
34297,A000569,A000439,CREDIT,389.51,2017-12-11T00:00:00Z,False,
34298,A000894,A000443,WIRE,88.28,2018-01-08T00:00:00Z,False,
34299,A000831,A000075,WIRE,434.18,2017-04-19T00:00:00Z,False,
34300,A000333,A000128,TRANSFER,286.94,2017-10-14T00:00:00Z,False,
34301,A000450,A000377,TRANSFER,801.62,2018-03-20T00:00:00Z,False,
34302,A000637,A000386,TRANSFER,929.60,2017-08-14T00:00:00Z,False,
34303,A000561,A000292,WIRE,158.92,2017-05-21T00:00:00Z,False,
34304,A000107,A000149,TRANSFER,135.22,2018-09-03T00:00:00Z,False,
34305,A000161,A000900,DEPOSIT,642.58,2017-10-30T00:00:00Z,False,
34306,A000879,A000908,WIRE,288.83,2018-11-12T00:00:00Z,False,
34307,A000468,A000346,WIRE,913.57,2017-03-06T00:00:00Z,False,
34308,A000237,A000464,TRANSFER,220.85,2017-03-17T00:00:00Z,False,
34309,A000745,A000335,DEPOSIT,949.79,2017-08-10T00:00:00Z,False,
34310,A000415,A000699,TRANSFER,663.54,2017-10-22T00:00:00Z,False,
34311,A000241,A000937,DEPOSIT,649.64,2018-09-26T00:00:00Z,False,
34312,A000520,A000644,DEPOSIT,838.93,2017-04-20T00:00:00Z,False,
34313,A000862,A000882,TRANSFER,224.16,2018-11-08T00:00:00Z,False,
34314,A000764,A000496,TRANSFER,653.77,2018-07-20T00:00:00Z,False,
34315,A000865,A000399,DEPOSIT,580.74,2017-04-12T00:00:00Z,False,
34316,A000855,A000169,TRANSFER,329.95,2017-07-31T00:00:00Z,False,
34317,A000874,A000265,TRANSFER,277.16,2017-06-09T00:00:00Z,False,
34318,A000332,A000456,TRANSFER,99.92,2018-11-06T00:00:00Z,False,
34319,A000316,A000690,WIRE,735.93,2018-09-28T00:00:00Z,False,
34320,A000647,A000804,WIRE,425.35,2017-11-08T00:00:00Z,False,
34321,A000441,A000674,WIRE,390.95,2018-05-06T00:00:00Z,False,
34322,A000192,A000042,WIRE,274.75,2018-02-21T00:00:00Z,False,
34323,A000744,A000896,TRANSFER,68.59,2017-11-22T00:00:00Z,False,
34324,A000746,A000530,CREDIT,390.15,2018-07-01T00:00:00Z,False,
34325,A000500,A000111,TRANSFER,424.72,2017-04-01T00:00:00Z,False,
34326,A000962,A000680,WIRE,29.45,2018-03-28T00:00:00Z,False,
34327,A000122,A000375,DEPOSIT,960.53,2018-06-29T00:00:00Z,False,
34328,A000075,A000245,WIRE,214.74,2018-02-12T00:00:00Z,False,
34329,A000650,A000588,TRANSFER,35.00,2017-05-09T00:00:00Z,False,
34330,A000196,A000999,CREDIT,369.10,2017-09-15T00:00:00Z,False,
34331,A000672,A000054,CREDIT,772.26,2018-01-17T00:00:00Z,False,
34332,A000115,A000561,WIRE,305.83,2018-05-26T00:00:00Z,False,
34333,A000056,A000865,CREDIT,723.64,2017-05-26T00:00:00Z,False,
34334,A000807,A000804,CREDIT,919.89,2017-12-02T00:00:00Z,False,
34335,A000936,A000671,TRANSFER,393.34,2018-02-17T00:00:00Z,False,
34336,A000180,A000829,CREDIT,594.42,2017-11-11T00:00:00Z,False,
34337,A000523,A000437,TRANSFER,353.93,2018-10-18T00:00:00Z,False,
34338,A000401,A000795,DEPOSIT,28.66,2017-04-26T00:00:00Z,False,
34339,A000374,A000957,DEPOSIT,536.82,2018-08-20T00:00:00Z,False,
34340,A000462,A000027,DEPOSIT,842.81,2017-11-13T00:00:00Z,False,
34341,A000659,A000599,TRANSFER,700.40,2018-11-08T00:00:00Z,False,
34342,A000804,A000728,CREDIT,705.41,2018-09-06T00:00:00Z,False,
34343,A000666,A000569,CREDIT,490.74,2018-04-07T00:00:00Z,False,
34344,A000682,A000055,TRANSFER,511.76,2018-10-24T00:00:00Z,False,
34345,A000581,A000565,CREDIT,420.85,2017-07-23T00:00:00Z,False,
34346,A000172,A000359,CREDIT,684.33,2018-04-01T00:00:00Z,False,
34347,A000384,A000916,DEPOSIT,744.58,2018-01-01T00:00:00Z,False,
34348,A000267,A000230,WIRE,184.07,2018-11-22T00:00:00Z,False,
34349,A000647,A000707,DEPOSIT,643.87,2018-10-24T00:00:00Z,False,
34350,A000229,A000648,TRANSFER,756.04,2017-12-06T00:00:00Z,False,
34351,A000222,A000653,WIRE,31.21,2018-12-08T00:00:00Z,False,
34352,A000620,A000343,WIRE,472.49,2018-10-14T00:00:00Z,False,
34353,A000740,A000604,DEPOSIT,135.27,2017-10-04T00:00:00Z,False,
34354,A000508,A000406,DEPOSIT,354.28,2018-06-12T00:00:00Z,False,
34355,A000650,A000099,TRANSFER,612.07,2017-02-07T00:00:00Z,False,
34356,A000195,A000074,CREDIT,657.63,2017-06-26T00:00:00Z,False,
34357,A000403,A000753,DEPOSIT,20.56,2017-12-14T00:00:00Z,False,
34358,A000211,A000939,DEPOSIT,293.73,2017-04-04T00:00:00Z,False,
34359,A000022,A000789,DEPOSIT,829.76,2017-12-13T00:00:00Z,False,
34360,A000500,A000668,DEPOSIT,686.72,2018-09-20T00:00:00Z,False,
34361,A000745,A000748,CREDIT,731.36,2018-03-05T00:00:00Z,False,
34362,A000515,A000051,CREDIT,890.59,2017-04-28T00:00:00Z,False,
34363,A000324,A000769,CREDIT,214.28,2017-01-13T00:00:00Z,False,
34364,A000340,A000387,CREDIT,628.97,2017-01-09T00:00:00Z,False,
34365,A000570,A000665,TRANSFER,352.57,2017-10-01T00:00:00Z,False,
34366,A000736,A000252,CREDIT,861.38,2017-08-26T00:00:00Z,False,
34367,A000779,A000207,CREDIT,826.92,2018-11-05T00:00:00Z,False,
34368,A000991,A000353,DEPOSIT,561.08,2017-06-23T00:00:00Z,False,
34369,A000614,A000968,TRANSFER,919.08,2018-05-07T00:00:00Z,False,
34370,A000136,A000978,WIRE,273.97,2018-03-07T00:00:00Z,False,
34371,A000133,A000029,TRANSFER,973.60,2018-11-28T00:00:00Z,False,
34372,A000567,A000323,CREDIT,843.68,2017-11-29T00:00:00Z,False,
34373,A000786,A000375,WIRE,419.71,2018-02-24T00:00:00Z,False,
34374,A000938,A000121,TRANSFER,21.96,2018-09-10T00:00:00Z,False,
34375,A000470,A000732,TRANSFER,181.66,2017-08-27T00:00:00Z,False,
34376,A000445,A000933,WIRE,777.05,2018-02-17T00:00:00Z,False,
34377,A000859,A000832,TRANSFER,808.76,2017-06-13T00:00:00Z,False,
34378,A000461,A000794,CREDIT,733.48,2017-11-24T00:00:00Z,False,
34379,A000266,A000360,CREDIT,418.19,2017-10-12T00:00:00Z,False,
34380,A000733,A000077,TRANSFER,212.30,2017-05-13T00:00:00Z,False,
34381,A000400,A000970,WIRE,841.40,2018-06-08T00:00:00Z,False,
34382,A000803,A000650,TRANSFER,140.65,2017-02-09T00:00:00Z,False,
34383,A000610,A000774,TRANSFER,476.06,2017-10-19T00:00:00Z,False,
34384,A000361,A000068,WIRE,263.18,2017-04-20T00:00:00Z,False,
34385,A000604,A000518,DEPOSIT,645.39,2018-05-22T00:00:00Z,False,
34386,A000535,A000257,DEPOSIT,888.67,2017-08-20T00:00:00Z,False,
34387,A000824,A000165,WIRE,184.58,2018-03-24T00:00:00Z,False,
34388,A000900,A000940,CREDIT,627.49,2017-07-06T00:00:00Z,False,
34389,A000773,A000781,DEPOSIT,479.67,2018-09-14T00:00:00Z,False,
34390,A000370,A000807,TRANSFER,286.75,2017-03-28T00:00:00Z,False,
34391,A000815,A000717,DEPOSIT,286.82,2018-05-01T00:00:00Z,False,
34392,A000469,A000557,DEPOSIT,30.76,2018-06-22T00:00:00Z,False,
34393,A000640,A000565,TRANSFER,984.08,2018-05-24T00:00:00Z,False,
34394,A000321,A000277,DEPOSIT,23.76,2018-05-31T00:00:00Z,False,
34395,A000024,A000066,DEPOSIT,703.45,2017-02-07T00:00:00Z,False,
34396,A000166,A000321,CREDIT,21.79,2017-06-08T00:00:00Z,False,
34397,A000064,A000321,WIRE,691.58,2017-01-17T00:00:00Z,False,
34398,A000306,A000576,CREDIT,380.64,2017-11-20T00:00:00Z,False,
34399,A000932,A000018,CREDIT,160.18,2017-11-18T00:00:00Z,False,
34400,A000375,A000052,TRANSFER,107.69,2017-04-06T00:00:00Z,False,
34401,A000293,A000410,WIRE,702.04,2017-03-02T00:00:00Z,False,
34402,A000516,A000782,WIRE,967.62,2017-11-03T00:00:00Z,False,
34403,A000050,A000915,CREDIT,842.59,2017-06-13T00:00:00Z,False,
34404,A000319,A000706,WIRE,996.06,2017-05-01T00:00:00Z,False,
34405,A000247,A000901,TRANSFER,103.08,2018-02-24T00:00:00Z,False,
34406,A000158,A000691,WIRE,525.10,2018-06-02T00:00:00Z,False,
34407,A000698,A000636,WIRE,942.01,2017-11-02T00:00:00Z,False,
34408,A000182,A000310,TRANSFER,728.34,2017-09-26T00:00:00Z,False,
34409,A000416,A000143,CREDIT,685.82,2017-01-13T00:00:00Z,False,
34410,A000390,A000484,WIRE,870.25,2017-09-07T00:00:00Z,False,
34411,A000292,A000501,WIRE,751.85,2017-04-26T00:00:00Z,False,
34412,A000239,A000780,DEPOSIT,628.10,2017-03-07T00:00:00Z,False,
34413,A000246,A000714,TRANSFER,510.33,2017-10-09T00:00:00Z,False,
34414,A000403,A000116,TRANSFER,599.51,2017-06-24T00:00:00Z,False,
34415,A000010,A000656,WIRE,884.54,2018-10-20T00:00:00Z,False,
34416,A000063,A000837,DEPOSIT,833.23,2017-08-02T00:00:00Z,False,
34417,A000094,A000951,DEPOSIT,264.48,2017-06-17T00:00:00Z,False,
34418,A000411,A000666,DEPOSIT,925.21,2018-05-27T00:00:00Z,False,
34419,A000876,A000480,CREDIT,109.59,2017-01-23T00:00:00Z,False,
34420,A000808,A000513,WIRE,513.96,2018-03-01T00:00:00Z,False,
34421,A000766,A000451,TRANSFER,434.47,2017-12-18T00:00:00Z,False,
34422,A000398,A000396,DEPOSIT,703.88,2018-06-28T00:00:00Z,False,
34423,A000641,A000266,CREDIT,951.89,2018-01-19T00:00:00Z,False,
34424,A000471,A000269,DEPOSIT,679.37,2017-09-19T00:00:00Z,False,
34425,A000181,A000991,TRANSFER,38.13,2017-03-11T00:00:00Z,False,
34426,A000149,A000811,CREDIT,281.27,2018-08-31T00:00:00Z,False,
34427,A000645,A000242,WIRE,101.32,2017-11-15T00:00:00Z,False,
34428,A000166,A000066,DEPOSIT,729.46,2017-05-29T00:00:00Z,False,
34429,A000293,A000529,CREDIT,297.34,2017-12-30T00:00:00Z,False,
34430,A000293,A000729,TRANSFER,604.57,2018-05-28T00:00:00Z,False,
34431,A000755,A000147,DEPOSIT,390.36,2018-12-08T00:00:00Z,False,
34432,A000730,A000286,DEPOSIT,323.94,2018-07-14T00:00:00Z,False,
34433,A000039,A000577,CREDIT,645.09,2018-07-10T00:00:00Z,False,
34434,A000962,A000138,TRANSFER,772.04,2017-01-21T00:00:00Z,False,
34435,A000009,A000616,CREDIT,127.37,2018-06-24T00:00:00Z,False,
34436,A000243,A000394,WIRE,166.95,2018-02-26T00:00:00Z,False,
34437,A000864,A000373,DEPOSIT,147.58,2017-01-31T00:00:00Z,False,
34438,A000560,A000268,WIRE,287.65,2018-08-24T00:00:00Z,False,
34439,A000206,A000051,CREDIT,523.33,2017-04-21T00:00:00Z,False,
34440,A000949,A000281,WIRE,373.50,2018-11-22T00:00:00Z,False,
34441,A000969,A000658,DEPOSIT,69.53,2018-08-16T00:00:00Z,False,
34442,A000959,A000559,WIRE,514.01,2018-08-08T00:00:00Z,False,
34443,A000403,A000083,TRANSFER,694.79,2017-03-30T00:00:00Z,False,
34444,A000302,A000972,DEPOSIT,808.36,2018-05-07T00:00:00Z,False,
34445,A000292,A000996,CREDIT,455.74,2018-08-06T00:00:00Z,False,
34446,A000997,A000693,WIRE,199.06,2018-09-22T00:00:00Z,False,
34447,A000091,A000690,DEPOSIT,290.51,2018-09-14T00:00:00Z,False,
34448,A000887,A000012,DEPOSIT,521.61,2017-05-30T00:00:00Z,False,
34449,A000828,A000658,CREDIT,945.94,2018-07-02T00:00:00Z,False,
34450,A000659,A000736,WIRE,749.03,2018-03-19T00:00:00Z,False,
34451,A000323,A000058,CREDIT,161.83,2017-03-27T00:00:00Z,False,
34452,A000161,A000085,CREDIT,324.07,2017-10-27T00:00:00Z,False,
34453,A000654,A000416,DEPOSIT,685.90,2018-03-23T00:00:00Z,False,
34454,A000275,A000553,TRANSFER,897.34,2017-01-04T00:00:00Z,False,
34455,A000457,A000725,CREDIT,325.10,2017-12-15T00:00:00Z,False,
34456,A000102,A000866,TRANSFER,975.73,2018-05-30T00:00:00Z,False,
34457,A000058,A000841,TRANSFER,322.28,2018-08-16T00:00:00Z,False,
34458,A000757,A000093,DEPOSIT,111.93,2018-07-04T00:00:00Z,False,
34459,A000904,A000810,CREDIT,70.28,2018-07-31T00:00:00Z,False,
34460,A000175,A000615,CREDIT,531.11,2017-10-14T00:00:00Z,False,
34461,A000230,A000837,CREDIT,506.03,2018-02-01T00:00:00Z,False,
34462,A000221,A000761,WIRE,38.62,2017-01-29T00:00:00Z,False,
34463,A000659,A000719,CREDIT,888.08,2017-08-12T00:00:00Z,False,
34464,A000277,A000422,WIRE,797.28,2018-06-19T00:00:00Z,False,
34465,A000196,A000861,WIRE,254.57,2017-05-01T00:00:00Z,False,
34466,A000396,A000476,CREDIT,680.57,2018-07-12T00:00:00Z,False,
34467,A000783,A000908,TRANSFER,749.58,2018-06-23T00:00:00Z,False,
34468,A000343,A000867,CREDIT,273.48,2018-02-12T00:00:00Z,False,
34469,A000129,A000254,DEPOSIT,851.77,2018-12-17T00:00:00Z,False,
34470,A000389,A000731,WIRE,648.20,2017-09-11T00:00:00Z,False,
34471,A000625,A000198,TRANSFER,591.05,2018-01-08T00:00:00Z,False,
34472,A000395,A000905,DEPOSIT,997.12,2018-07-12T00:00:00Z,False,
34473,A000970,A000093,DEPOSIT,900.03,2017-07-19T00:00:00Z,False,
34474,A000454,A000950,WIRE,53.01,2018-06-22T00:00:00Z,False,
34475,A000369,A000354,WIRE,863.43,2018-01-02T00:00:00Z,False,
34476,A000112,A000666,CREDIT,91.90,2018-01-05T00:00:00Z,False,
34477,A000885,A000981,TRANSFER,417.19,2017-08-05T00:00:00Z,False,
34478,A000456,A000511,TRANSFER,394.30,2018-10-01T00:00:00Z,False,
34479,A000198,A000561,WIRE,289.98,2018-12-08T00:00:00Z,False,
34480,A000739,A000466,CREDIT,62.93,2017-07-06T00:00:00Z,False,
